"","Code","EFFECTS","EHT","FDS","FDT","PHT","RTA","GWT","MST","TWT","YIELD","PROT","SDL","STR","SDS","OIL","RLA"
"1","CHECK","N1WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","CHECK","N1WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","CHECK","N2WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","CHECK","N2WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","CHECK","N3WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","CHECK","N3WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","ORG1","N1WMINUS",8.32504094458776,0.121308347151063,0.00197421888959925,12.2965188283358,15.5014456963725,0.961788586465494,4.37917478443975,1.53603198609877,24.0957077241836,0.426381238882061,0.403407290869753,0.0160510617223081,0.461781182232609,0.243000858220161,31.189011928633
"8","ORG1","N1WPLUS",16.7014734813954,0.117858914056631,0.00549599281836297,14.8143382297625,15.173577634367,1.56511343075313,4.42773650578305,2.4148284167317,35.9671028298938,0.275020322711498,0.427293175559302,0.0153887922905674,0.480248412973763,0.254153981601396,31.5935048096942
"9","ORG1","N2WMINUS",7.51510703638915,0.121823908999896,0.0111974322129992,15.443898050296,13.2163821664496,1.83199556073476,4.46372688486246,1.65140086871108,40.163578074609,0.551739101294875,0.314390001763898,0.0162421853163028,0.128270904809625,0.203888469939192,29.6706865474955
"10","ORG1","N2WPLUS",16.9004578475092,0.118363322441682,0.0067260174480076,16.1953049819049,8.88785451369175,1.63275842095321,5.19757068030591,1.69302921342935,39.2914770815932,0.315551045441295,0.368123399000937,0.0137814343671597,0.229729283560435,0.218269603873049,32.0397163102169
"11","ORG1","N3WMINUS",12.7184892627602,0.112567440146783,0.00467483327355379,16.8523564422264,10.3981201158004,1.15877175517598,5.5016859449193,1.98793473684238,19.6237051450586,0.865597600735156,0.897982812596356,0.0201151013493958,1.39230803174777,0.245376470405598,31.3069234325215
"12","ORG1","N3WPLUS",17.9550253135342,0.115198361850241,0.00789687566750576,19.6707988764153,12.7085265262866,1.23480884558552,5.91113654113319,1.5566916611131,26.5939142805729,0.658958650768129,0.0469516590161584,0.0137379703415197,0.0860914212985313,0.193909223618893,26.8113969763931
"13","ORG2","N1WMINUS",21.2197752930918,0.00584068574914494,0.00228471433591562,9.26015726933404,7.40276637740097,1.64201785768716,1.99437528746872,1.41343586512194,33.4671296961537,0.150386466838232,0.347820826420719,0.000696620387626482,0.19056102781802,0.0142622179115254,1.14701678456401
"14","ORG2","N1WPLUS",10.0514725344218,0.00321237691454233,0.00297012849526877,9.26015726933404,3.02133785425595,1.745401526809,2.20248401151895,2.06456924730702,34.8390974537986,0.205072454907972,0.191029111293962,0.000278649569271306,0.249407380458247,0.0665570162133463,1.44725794565675
"15","ORG2","N2WMINUS",20.9006809200731,0.00408848009511209,0.0246749168077868,19.193780431897,0.428717236301016,0.459879078594511,1.64752741169464,1.42931717230041,8.68674783417119,0.205072453493758,1.11271540725393,0.000835941636720401,1.10451837795903,0.0855733060549401,1.96299655784776
"16","ORG2","N2WPLUS",11.9660386876813,0.0121194227350213,0.00913885805076901,11.4489216698153,0.73334566121661,0.0748640359680477,2.89617976306711,1.52460498001587,1.53236940845309,0.0410144906987521,0.351905973214467,0.00222918241196332,0.623863243483193,0.104589596603641,1.4199900216133
"17","ORG2","N3WMINUS",17.0715485569857,0.00691651336138123,0.00176717298327013,19.1937805026076,5.30100679943997,1.61777616964786,2.497304709816,0.762302490007933,34.8382780443185,0.150386466131125,0.552661614055292,0.00111459120598166,1.00682424344079,0.0380325803902951,0.366090104617038
"18","ORG2","N3WPLUS",5.26505705934931,0.0166459540668649,0.0047979005296868,14.3111521049468,2.7589510762807,1.12082156837768,2.04640247201681,1.57224888740913,22.7371675364522,0.287101439133905,0.56336080433502,0.00292579572851638,0.852122714746019,0.0522947983018205,0.00455690368941595
"19","ORG4","N1WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ORG4","N1WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ORG4","N2WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","ORG4","N2WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","ORG4","N3WMINUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ORG4","N3WPLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
