"","Code","EFFECTS","EHT","FDS","FDT","PHT","RTA","GWT","MST","TWT","YIELD","PROT","SDL","STR","SDS","OIL","RLA"
"57","UIUC6","N2WMINUS",94.5696628266667,1.81175552833333,1.89307923266667,225.698497866667,83.5425538933333,6.95263774966667,19.16934843,57.52564804,127.962701833333,8.960169809,22.9516068133333,72.3956249833333,20.7804375233333,3.85350850866667,18.0309161203333
"58","UIUC6","N2WPLUS",101.639521566667,1.801912389,1.87843169633333,226.809660033333,82.1277379233333,6.65014643966667,19.45496313,57.75782735,121.657748366667,8.708822395,22.3990984366667,72.3993029366667,20.1028557333333,3.81092777433333,17.460877556
"59","UIUC6","N3WMINUS",105.0240284,1.78731976333333,1.879724126,234.8259015,85.0296261033333,7.70115332766667,18.9726214433333,57.1813655,144.8294014,8.91505617066667,23.2149767833333,72.3963474366667,21.04191279,3.85799069133333,18.588640155
"60","UIUC6","N3WPLUS",103.143746823333,1.79922789633333,1.88403222466667,234.587795333333,82.5689738033333,7.06254984633333,19.02167314,57.9524768033333,129.978819106667,8.67015356233333,22.8955765066667,72.3993686133333,20.68237075,3.83333868733333,15.1539802673333
"61","UIUC7","N1WMINUS",98.55585975,1.79812656633333,1.896741117,231.6511524,85.9218573033333,6.91701547366667,21.63776365,56.37282161,125.32944935,8.038562625,21.9633275166667,72.4058050333333,19.8147236366667,3.77955249633333,18.0488010113333
"62","UIUC7","N1WPLUS",104.87360587,1.78738859633333,1.89070977833333,233.794108033333,86.90477251,6.69518479033333,21.5887119533333,55.5193586166667,123.685604316667,7.97411457033333,21.76924806,72.4055423233333,19.54447112,3.779552496,17.562706413
"63","UIUC7","N2WMINUS",103.67022568,1.79853956533333,1.89394085233333,238.794337866667,89.3856711066667,7.53670881,21.8696851933333,56.3189312966667,138.612274466667,8.27702042766667,22.4886919133333,72.4056079966667,20.3241290433333,3.73921285266667,16.7830728663333
"64","UIUC7","N2WPLUS",101.564310303333,1.79540765733333,1.89297153,235.7783262,85.75661359,7.23351364333333,22.0816709233333,56.5175539433333,131.8742457,8.28237162366667,21.72820196,72.4044331966667,19.5801219133333,3.77343116066667,18.712790654
"65","UIUC7","N3WMINUS",103.519803153333,1.78408460566667,1.873477382,240.619818566667,86.65545212,8.48024957566667,22.7087257033333,56.47014634,152.120650966667,8.534812647,22.3865351733333,72.3998940366667,20.3034320766667,3.81092777433333,16.8281990433333
"66","UIUC7","N3WPLUS",103.895859466667,1.79310174733333,1.87412359666667,241.889718233333,90.62857541,8.40945345933333,21.6810937133333,56.6759032933333,154.382487433333,8.29375494833333,22.0542965266667,72.40410214,19.89566936,3.76837381233333,17.549631086
"67","UIUC8","N1WMINUS",91.41078976,1.81330427366667,1.896741117,225.460391666667,77.0371585333333,5.73425460433333,18.93174503,57.6155835166667,103.61864687,8.45103017566667,21.5082073366667,72.40009107,19.4013153033333,3.846785235,19.6659606516667
"68","UIUC8","N1WPLUS",85.8451562766667,1.80466571433333,1.89609490166667,211.7296019,79.74916192,5.459991214,19.4713137,56.9942025633333,98.00734282,8.496143814,21.58789693,72.3990402266667,19.3429195233333,3.84230305233333,18.083100948
"69","UIUC8","N2WMINUS",93.7423389366667,1.807281374,1.88640167933333,215.8567757,83.47063105,5.652244473,20.19891387,56.8294991766667,100.676328273333,9.08906591833333,22.3836465433333,72.3957563366667,20.1906390366667,3.81989213933333,19.3137182993333
"70","UIUC8","N2WPLUS",91.5112895066667,1.81020678233333,1.88704789433333,225.214061266667,81.48283684,5.91510122,19.6918317633333,57.1403887166667,105.955528293333,8.94873214066667,21.6789142133333,72.3978571733333,19.4174400933333,3.82026238333333,18.7648586343333
"71","UIUC8","N3WMINUS",95.0209303933333,1.80270397033333,1.87746237366667,227.841453533333,78.52153326,6.58628609166667,19.52854068,57.4808262033333,119.320053066667,9.147069168,22.6994245666667,72.3964131133333,20.61746247,3.831097596,20.464771206
"72","UIUC8","N3WPLUS",97.65332462,1.79578623933333,1.87961642366667,225.063548066667,81.06756552,6.44444889733333,19.7901497266667,57.06906774,116.84625989,9.005283447,22.6095559833333,72.3985148,20.4658653266667,3.790757953,16.4850699933333
